what,kind,bundleId,bundleVersion,description,time
started,bundle,org.eclipse.jdt.ui,3.4.2.r342_v20090107-0800,org.eclipse.jdt.ui,1239541358836
started,bundle,org.eclipse.jface,3.4.2.M20090107-0800,org.eclipse.jface,1239541358845
started,bundle,org.eclipse.ltk.core.refactoring,3.4.2.r342_v20081028-0800,org.eclipse.ltk.core.refactoring,1239541358854
started,bundle,org.eclipse.mylyn.context.core,3.0.5.v20090218-1800-e3x,org.eclipse.mylyn.context.core,1239541358864
started,bundle,org.eclipse.mylyn.context.ui,3.0.5.v20090218-1800-e3x,org.eclipse.mylyn.context.ui,1239541358874
started,bundle,org.eclipse.team.core,3.4.2.r34x_20080115,org.eclipse.team.core,1239541358878
started,bundle,org.eclipse.ui,3.4.2.M20090204-0800,org.eclipse.ui,1239541358886
started,bundle,org.eclipse.ui.console,3.3.1.v20090128_r342,org.eclipse.ui.console,1239541358894
started,bundle,org.eclipse.ui.forms,3.3.103.v20081027_34x,org.eclipse.ui.forms,1239541358895
started,bundle,org.eclipse.ui.ide,3.4.2.M20090127-1700,org.eclipse.ui.ide,1239541358897
started,bundle,org.eclipse.ui.navigator,3.3.102.M20090127-1700,org.eclipse.ui.navigator,1239541358901
started,bundle,org.eclipse.ui.views,3.3.1.M20081112-0800,org.eclipse.ui.views,1239541358907
started,bundle,org.eclipse.ui.workbench,3.4.2.M20090127-1700,org.eclipse.ui.workbench,1239541358985
started,bundle,org.eclipse.update.core,3.2.202.R34x_v20081128,org.eclipse.update.core,1239541359071
started,bundle,org.tigris.subversion.clientadapter,1.5.3,org.tigris.subversion.clientadapter,1239541359071
started,bundle,org.tigris.subversion.subclipse.core,1.4.8,org.tigris.subversion.subclipse.core,1239541359071
started,bundle,org.tigris.subversion.subclipse.ui,1.4.8,org.tigris.subversion.subclipse.ui,1239541359075
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1239541359087
activated,view,org.eclipse.ui.navigator.resources,3.3.101.M20080910-0800,org.eclipse.ui.navigator.ProjectExplorer,1239541359139
closed,editor,org.eclipse.cdt.ui,5.0.2.200902130801,org.eclipse.cdt.ui.editor.CEditor,1239541359148
started,bundle,org.eclipse.jsch.core,1.1.100.I20080604,org.eclipse.jsch.core,1239541359803
started,bundle,org.eclipse.team.cvs.core,3.3.101.r34x_20090115,org.eclipse.team.cvs.core,1239541360158
started,bundle,org.eclipse.mylyn.compatibility,3.0.5.v20090218-1800-e3x,org.eclipse.mylyn.compatibility,1239541360174
started,bundle,org.eclipse.mylyn.commons.net,3.0.5.v20090218-1800-e3x,org.eclipse.mylyn.commons.net,1239541360270
started,bundle,org.eclipse.mylyn.commons.ui,3.0.5.v20090218-1800-e3x,org.eclipse.mylyn.commons.ui,1239541360538
