what,kind,bundleId,bundleVersion,description,time
started,bundle,org.eclipse.team.cvs.ui,3.3.100.r34x_20090121,org.eclipse.team.cvs.ui,1239541360967
started,bundle,org.eclipse.mylyn.bugzilla.core,3.0.5.v20090218-1800-e3x,org.eclipse.mylyn.bugzilla.core,1239541361063
started,bundle,org.eclipse.mylyn.bugzilla.ui,3.0.5.v20090218-1800-e3x,org.eclipse.mylyn.bugzilla.ui,1239541361173
started,bundle,org.eclipse.mylyn.tasks.ui,3.0.5.v20090218-1800-e3x,org.eclipse.mylyn.tasks.ui,1239541361415
started,bundle,org.eclipse.mylyn.team.ui,3.0.5.v20090218-1800-e3x,org.eclipse.mylyn.team.ui,1239541361426
started,bundle,org.tigris.subversion.subclipse.mylyn,3.0.0,org.tigris.subversion.subclipse.mylyn,1239541361482
started,bundle,org.eclipse.mylyn.monitor.ui,3.0.5.v20090218-1800-e3x,org.eclipse.mylyn.monitor.ui,1239541361550
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1239541362621
executed,command,org.eclipse.equinox.p2.ui.sdk,,org.eclipse.equinox.p2.ui.sdk.update,1239541365384
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1239541365399
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1239541370665
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1239541372536
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1239541376242
executed,command,org.eclipse.equinox.p2.ui.sdk,,org.eclipse.equinox.p2.ui.sdk.update,1239541397903
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1239541397933
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1239541400906
executed,command,org.eclipse.ui,3.4.2.M20090204-0800,org.eclipse.ui.help.aboutAction,1239541403544
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1239541403599
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1239541404966
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1239541419222
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1239541422641
started,bundle,org.eclipse.ecf.filetransfer,2.0.0.v20080611-1715,org.eclipse.ecf.filetransfer,1239541445308
started,bundle,org.eclipse.ecf.provider.filetransfer,2.0.0.v20080611-1715,org.eclipse.ecf.provider.filetransfer,1239541445349
started,bundle,org.eclipse.ecf.identity,2.0.0.v20080611-1715,org.eclipse.ecf.identity,1239541445354
started,bundle,org.eclipse.ecf,2.0.0.v20080611-1715,org.eclipse.ecf,1239541445416
